,year,week,FL
894,2018,11.0,0.313174385
895,2018,12.0,0.28187468
896,2018,13.0,0.252157065
897,2018,14.0,0.22797075
898,2018,15.0,0.20821704
899,2018,16.0,0.21272227999999999
900,2018,17.0,0.235621585
901,2018,18.0,0.2680688
902,2018,19.0,0.38881051499999997
903,2018,20.0,0.48717296
904,2018,21.0,0.53651925
905,2018,22.0,0.578341625
906,2018,23.0,0.5891478
907,2018,24.0,0.60557195
908,2018,25.0,0.6279812
909,2018,26.0,0.6305208
910,2018,27.0,0.626529515
911,2018,28.0,0.62077965
912,2018,29.0,0.618730215
913,2018,30.0,0.6184796
914,2018,31.0,0.62427983
915,2018,32.0,0.636530765
916,2018,33.0,0.6507825999999999
917,2018,34.0,0.65828155
918,2018,35.0,0.6539254800000001
919,2018,36.0,0.6486859
920,2018,37.0,0.66747015
921,2018,38.0,0.6951368
922,2018,39.0,0.72357145
923,2018,40.0,0.728637475
924,2018,41.0,0.75227515
925,2018,42.0,0.7625326000000001
926,2018,43.0,0.7616350000000001
927,2018,44.0,0.751428435
928,2018,45.0,0.7440129
929,2018,46.0,0.7501336000000001
930,2018,47.0,0.72538035
931,2018,48.0,0.7010142
932,2018,49.0,0.68262305
933,2018,50.0,0.6495105999999999
934,2018,51.0,0.6169749
935,2018,52.0,0.59634915
